restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
Bhanu Hindi Military Hotel,Quick Bites,3.4,7,300,Yes,No,South Indian,Rajajinagar,Magadi Road
Bharanis,Casual Dining,3.5,18,600,No,No,"Andhra, Biryani",Old Airport Road,Domlur
Bharat Kitchen,Quick Bites,3.7,20,300,Yes,No,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Bharath Restaurant,Casual Dining,3.1,37,450,Yes,No,"North Indian, Chinese",New BEL Road,Jalahalli
Bharathi Dosa Camp,Quick Bites,3.2,7,100,No,No,South Indian,Brigade Road,Commercial Street
Bharathi Refreshments,Quick Bites,3.4,4,300,No,No,"South Indian, North Indian",Koramangala 5th Block,Koramangala 8th Block
Bharatkhana,Casual Dining,3.4,6,400,No,No,"North Indian, Bengali",Brookefield,Marathahalli
Bharjari Oota,Casual Dining,3.9,153,350,No,No,South Indian,Banashankari,Basavanagudi
Bharpur Aahar,Quick Bites,3.9,418,200,Yes,No,"North Indian, Chinese",Indiranagar,Jeevan Bhima Nagar
Bhartiya Jalpan,Casual Dining,2.8,40,700,No,No,"North Indian, Street Food",Lavelle Road,Commercial Street
Bhattara Bhojana,Quick Bites,3.6,66,150,Yes,No,South Indian,Banashankari,Banashankari
Bhavani Chats,Quick Bites,3.6,34,100,Yes,No,Street Food,Bannerghatta Road,Bannerghatta Road
Bhavani Chats N Juice,Quick Bites,3.9,91,200,Yes,No,"Beverages, Street Food",Basavanagudi,Jayanagar
Bhavani Military Hotel,Quick Bites,2.8,40,300,Yes,No,"Maharashtrian, Mughlai, Fast Food",Frazer Town,RT Nagar
Bhavani Restaurant,Casual Dining,3.6,73,500,Yes,No,"Mughlai, North Indian, Chinese",Kalyan Nagar,Banaswadi
Bhavani Sri,Casual Dining,3,110,700,Yes,No,"Andhra, Biryani, Seafood",Brigade Road,Indiranagar
Bhavani Upahara,Quick Bites,3.3,9,250,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road
Bhavani Vada Pav,Quick Bites,4,106,150,Yes,No,Fast Food,Malleshwaram,Yeshwantpur
Bhavya Military Hotel,Quick Bites,3.5,18,300,No,No,South Indian,Bannerghatta Road,Bannerghatta Road
Bheema's,Casual Dining,4,779,650,Yes,No,Andhra,Brigade Road,Church Street
Bhikaram Chandmal Bhujiawala,Quick Bites,3,41,150,No,No,"North Indian, Mithai",Indiranagar,Indiranagar
B-hive,Pub,4.3,1550,1200,No,Yes,"Finger Food, North Indian",Koramangala 4th Block,Koramangala 1st Block
Bhoja99,Quick Bites,2.8,40,200,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
Bhojan@99,Quick Bites,2.8,40,200,Yes,No,Fast Food,Bannerghatta Road,Bannerghatta Road
Bhojanam Restaurant,Casual Dining,3.6,196,600,No,No,"Andhra, Biryani",Electronic City,Electronic City
Bhojohori Manna,Casual Dining,3.7,662,650,Yes,No,"Bengali, Mughlai",Bannerghatta Road,JP Nagar
Bhojon Tripti,Quick Bites,2.9,24,300,Yes,No,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road
Bhookha Sher,Quick Bites,3.2,34,350,Yes,No,"North Indian, Fast Food",Old Airport Road,Old Airport Road
BHR Foods,Quick Bites,3.4,7,350,Yes,No,"North Indian, Chinese, Continental, Biryani, Thai",Brookefield,Whitefield
Bhukkad,Quick Bites,3.1,7,250,No,No,"Healthy Food, Fast Food",Bannerghatta Road,Bannerghatta Road
Bhukkads,Casual Dining,3.2,63,400,Yes,No,"Chinese, North Eastern",Electronic City,Electronic City
Bhukkhad Baba,Quick Bites,3.6,132,250,Yes,No,"North Indian, Beverages",Jayanagar,JP Nagar
Bhuvaneshwari Mess,Quick Bites,2.8,40,250,No,No,"South Indian, North Indian, Biryani",Kalyan Nagar,Kalyan Nagar
BIB - Breakfast in the Box,Delivery,3.5,41,600,Yes,No,"American, Sandwich",Frazer Town,Kammanahalli
BIB-Breakfast in the Box,Delivery,3.7,61,600,Yes,No,"American, Sandwich",Brookefield,Whitefield
Biere Societee,Pub,4.2,320,1500,No,Yes,"Asian, Continental, European",Whitefield,Whitefield
BiereKraft,Bar,4.2,746,1600,No,Yes,"Continental, North Indian, Asian",Marathahalli,Marathahalli
Biergarten,"Microbrewery, Pub",4.7,6865,2400,No,Yes,"Continental, European, BBQ, Chinese, Asian",Brookefield,Whitefield
Big Apple Restaurant,Quick Bites,3.2,4,300,No,No,"North Indian, Chinese, Pizza, Burger",Electronic City,Electronic City
Big Bite,"Quick Bites, Beverage Shop",4,555,400,Yes,No,"Fast Food, Street Food, Beverages, Chinese",Rajajinagar,Vijay Nagar
Big Bites,Quick Bites,3.6,21,200,No,No,"Chinese, Fast Food",Basavanagudi,Jayanagar
Big Bowl Theory,Delivery,3.1,27,400,No,No,Continental,HSR,Koramangala
Big Box Theory,Delivery,3.6,11,550,No,No,"Salad, Healthy Food, Fast Food",Koramangala 4th Block,Ejipura
Big Chick Fried Chicken,Quick Bites,3.5,11,400,Yes,No,Fast Food,Marathahalli,Kaggadasapura
Big Chicken,Quick Bites,3.9,110,400,Yes,No,Fast Food,Kalyan Nagar,Kammanahalli
Big Fat Brownie,"Takeaway, Delivery",3.4,6,400,Yes,No,"Bakery, Sandwich",Koramangala 5th Block,HSR
Big Foody's,Delivery,3.2,4,500,No,No,"North Indian, Chinese, South Indian, Fast Food",Koramangala 4th Block,Koramangala 8th Block
Big Mama,Cafe,3.3,6,600,No,No,"Cafe, Continental, Italian",HSR,HSR
Big Mishra Pedha,Sweet Shop,2.9,23,250,Yes,No,Mithai,Banashankari,Jayanagar
Big Mummy,Quick Bites,3.9,214,400,Yes,No,"Fast Food, Biryani",Indiranagar,Indiranagar
Big Pitcher,"Pub, Microbrewery",4.6,9272,1800,No,Yes,"American, Continental, North Indian, Mediterranean",Old Airport Road,Old Airport Road
Big Straw Blast,Beverage Shop,3.5,6,150,Yes,No,Beverages,New BEL Road,Sahakara Nagar
Big Wong XL,Casual Dining,4.5,678,1400,No,Yes,"Chinese, Sushi, Asian, Thai","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Biggies Burger 'n' More,Cafe,3.8,63,650,Yes,No,"Cafe, Burger, Beverages",Brookefield,Marathahalli
Bihar Bhojanalaya,Quick Bites,3.1,14,200,No,No,"North Indian, Bihari",New BEL Road,New BEL Road
Bihar Ki Shan,Quick Bites,3.8,347,300,Yes,No,North Indian,HSR,HSR
Bikaner Jn,Quick Bites,3.9,85,300,Yes,No,Rajasthani,Bannerghatta Road,JP Nagar
Bikaner Sweets,Sweet Shop,3.7,63,150,Yes,No,"Mithai, Street Food",New BEL Road,Sahakara Nagar
Bikaneri Sweets,Sweet Shop,3.4,19,250,Yes,No,"Mithai, Street Food",Bannerghatta Road,Bannerghatta Road
Billionaires Cafe,Cafe,3.8,47,600,No,No,"Cafe, Italian",Jayanagar,Koramangala 5th Block
Bindu Garden Bar & Restaurant,Casual Dining,3.1,36,550,Yes,No,"North Indian, Chinese",HSR,HSR
BingeJoy!,Kiosk,3.6,16,100,Yes,No,"Biryani, Chinese, Fast Food",Bannerghatta Road,JP Nagar
Birbal Darbar,Casual Dining,4.1,317,600,No,No,"North Indian, Chinese, Biryani",Sarjapur Road,Sarjapur Road
Birinz,Casual Dining,4.1,292,700,Yes,No,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Bannerghatta Road,BTM
Biriyani & Kabab Corner,Quick Bites,2.8,40,350,No,No,"Biryani, North Indian, Chinese",Marathahalli,Marathahalli
Biriyani Adda,Quick Bites,2.8,40,350,Yes,No,"Biryani, Fast Food",HSR,Bellandur
Biriyani Angadi,Quick Bites,3.2,7,200,No,No,Biryani,Bannerghatta Road,BTM
Biriyani Bhatti,Quick Bites,3.7,21,400,Yes,No,"Chinese, Hyderabadi, North Indian",Bannerghatta Road,BTM
Biriyani Bungalow,Casual Dining,3.1,4,600,Yes,No,"Biryani, North Indian",Bellandur,HSR
Biriyani Combo 99,Quick Bites,2.8,40,300,No,No,Biryani,Indiranagar,Indiranagar
Biriyani Fest,Delivery,2.8,33,700,Yes,No,"Biryani, North Indian, Chinese",New BEL Road,New BEL Road
Biriyani House,Casual Dining,3.6,27,400,Yes,No,Biryani,Bellandur,Bellandur
Biriyani Hub,Delivery,3,30,400,Yes,No,"Fast Food, Biryani, Seafood, South Indian",New BEL Road,New BEL Road
Biriyani Mane,Casual Dining,3.7,158,700,Yes,No,"Biryani, Chinese, North Indian",Bannerghatta Road,Jayanagar
Biriyani Nights,"Takeaway, Delivery",2.9,119,500,Yes,No,"Biryani, Kebab, Continental",Frazer Town,Kammanahalli
Biriyani Paradise,Casual Dining,3.5,18,550,No,No,"North Indian, Kerala, Biryani, South Indian",Electronic City,Electronic City
Biriyani Section,Quick Bites,2.8,40,300,Yes,No,"Biryani, North Indian",Brookefield,Whitefield
Biriyani Zone,Casual Dining,3.7,22,800,Yes,No,"Biryani, North Indian, Chinese, Seafood",Old Airport Road,CV Raman Nagar
Biriyani's House,Quick Bites,2.8,40,200,Yes,No,"Biryani, North Indian",HSR,HSR
Biriyaniz,"Takeaway, Delivery",3.4,301,400,Yes,No,"Biryani, North Indian, Chinese, Andhra","Byresandra,Tavarekere,Madiwala",HSR
Biriyummy,Quick Bites,3.3,6,250,No,No,"Biryani, Kebab",Kalyan Nagar,Banaswadi
Biryani & Kabab,Quick Bites,3.2,4,150,No,No,Biryani,Brookefield,Whitefield
Biryani & Kabab Corner,Casual Dining,3.7,32,450,No,No,"North Indian, Chinese, Biryani, Andhra",Marathahalli,Marathahalli
Biryani Affair,Delivery,3.5,147,350,Yes,No,Biryani,HSR,HSR
Biryani Bar,Delivery,2.8,40,300,Yes,No,Biryani,Brookefield,Whitefield
Biryani Bazar,Quick Bites,3.3,4,250,No,No,Biryani,Indiranagar,Indiranagar
Biryani Bowl,Kiosk,3.3,10,550,No,No,"Biryani, Andhra",Whitefield,Whitefield
Biryani Club,Quick Bites,2.9,31,400,No,No,"South Indian, Biryani",Indiranagar,Jeevan Bhima Nagar
Biryani Darbar,Casual Dining,3.3,12,600,Yes,No,"Biryani, Chinese",Electronic City,Electronic City
Biryani Dawat,Quick Bites,2.8,40,400,No,No,"Biryani, Hyderabadi","Byresandra,Tavarekere,Madiwala",BTM
Biryani Day,Casual Dining,3.7,751,500,Yes,No,"North Indian, Chinese, Biryani, Andhra",Brookefield,Marathahalli
Biryani Durbar,"Takeaway, Delivery",3.7,128,400,Yes,No,"Biryani, North Indian",Bannerghatta Road,Bannerghatta Road
Biryani Empire,Quick Bites,3,8,400,Yes,No,Biryani,New BEL Road,New BEL Road
Biryani Express,Casual Dining,3.7,71,600,Yes,No,"Biryani, North Indian",Whitefield,Whitefield
Biryani Factory,Delivery,2.9,14,400,Yes,No,Biryani,Marathahalli,Whitefield
Biryani Feast,Delivery,2.9,132,600,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli
Biryani Foodies,Quick Bites,3.1,7,500,Yes,No,"Biryani, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Biryani House,Casual Dining,3.5,11,600,Yes,No,"Andhra, Biryani, Chinese, North Indian",Bellandur,Bellandur
Biryani Hub,Quick Bites,3.2,87,600,Yes,No,"North Indian, South Indian, Biryani",Kalyan Nagar,Nagawara
Biryani Hut,Quick Bites,3.5,9,300,Yes,No,"North Indian, Biryani",Bellandur,Sarjapur Road
Biryani Joint,Quick Bites,3.3,4,200,No,No,"South Indian, Biryani",Kalyan Nagar,Kammanahalli
Biryani Junction,Quick Bites,2.3,298,450,Yes,No,"Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli
Biryani Khazana,"Takeaway, Delivery",3,10,600,Yes,No,Biryani,Indiranagar,Indiranagar
Biryani Kitchen,Food Court,4.3,627,450,Yes,No,Biryani,Brookefield,Whitefield
Biryani Knights,Delivery,3.6,21,300,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",JP Nagar
Biryani Lakhnawi,Quick Bites,3.6,13,500,No,No,"Lucknowi, Biryani",Brookefield,Marathahalli
Biryani Magic,Quick Bites,3.5,31,300,Yes,No,"North Indian, Biryani",Bannerghatta Road,BTM
Biryani Mandra,"Takeaway, Delivery",3.8,70,500,Yes,No,"Seafood, Salad, North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Biryani Mane,Quick Bites,3.6,66,600,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli
Biryani Miya,Delivery,2.9,15,600,Yes,No,"Biryani, North Indian",Marathahalli,Marathahalli
Biryani Nights,Quick Bites,3.5,20,400,Yes,No,"South Indian, North Indian, Chinese",Jayanagar,Bannerghatta Road
Biryani Palace,Casual Dining,3.6,37,750,Yes,No,"Biryani, North Indian, Chinese",Kalyan Nagar,Nagawara
Biryani Paradise,Casual Dining,3.8,131,700,Yes,No,"Andhra, Biryani",Brookefield,Whitefield
Biryani Park,Casual Dining,3.4,85,500,Yes,No,"North Indian, Biryani, Chinese, Mughlai",Marathahalli,Brookefield
Biryani Point,Quick Bites,3.2,7,250,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Bommanahalli
Biryani Pot,Casual Dining,3.8,1071,500,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Biryani Rooh-e-Khaas,Delivery,2.8,40,500,Yes,No,"Biryani, Mughlai",HSR,HSR
Biryani Royals Garden,Quick Bites,2.8,40,500,Yes,No,"North Indian, Biryani, Mughlai",Banashankari,Kumaraswamy Layout
Biryani Spot,Quick Bites,3.5,9,300,Yes,No,"South Indian, Biryani","Byresandra,Tavarekere,Madiwala",BTM
Biryani Times,Quick Bites,3.5,16,300,No,No,Biryani,Bannerghatta Road,JP Nagar
Biryani Treat,Quick Bites,2.8,40,400,No,No,Biryani,Malleshwaram,Rajajinagar
Biryani Treats,Delivery,2.5,105,650,No,No,Biryani,New BEL Road,New BEL Road
Biryani Trip,Delivery,2.8,40,400,Yes,No,Biryani,Brigade Road,Indiranagar
Biryani@Bangalore,"Takeaway, Delivery",2.9,86,300,No,No,"Biryani, Chinese, South Indian",Brookefield,Marathahalli
Biryanis And More,Casual Dining,4,618,750,Yes,No,"Biryani, North Indian, Chinese, Andhra, South Indian",Banashankari,Jayanagar
Bisi Thindi,Quick Bites,2.8,40,150,Yes,No,South Indian,Frazer Town,Kammanahalli
Bisimillah Biriyani,Quick Bites,3.5,11,300,No,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",BTM
Bisimillah Biriyani's & Kebab's,Quick Bites,3.3,6,300,No,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",BTM
Bismilla Kabab & Biryani Centre,Quick Bites,3.2,4,300,No,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar
Bismilla Vaniyambadi Biriyani,Quick Bites,2.8,40,200,No,No,"Biryani, North Indian",Indiranagar,Domlur
Bismillah Ambur Biryani,Quick Bites,3.1,7,150,No,No,Biryani,MG Road,Indiranagar
Bismillah Bawarchi,Quick Bites,3.6,42,300,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Brookefield
BISO - Citrus Hotels,Casual Dining,3,120,1000,No,No,"North Indian, Italian, Chinese, Asian",Bellandur,Bellandur
Bistro Claytopia,Cafe,4.1,1845,600,Yes,Yes,"Cafe, American, Italian, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
Bistro Oui,"Cafe, Bar",4.1,400,1200,Yes,Yes,"Cafe, Continental, Salad, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Biswal's Food Circle,Quick Bites,2.8,40,350,No,No,"Chinese, North Indian",Kammanahalli,Banaswadi
Bite and Pipes,Casual Dining,3.5,13,500,No,No,"Continental, Chinese",Kalyan Nagar,Kammanahalli
Bite Me Cupcakes,Dessert Parlor,4.1,189,300,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block
Bite Sip Repeat,Quick Bites,3.4,6,150,No,No,"Fast Food, South Indian, North Indian",Electronic City,Electronic City
BITEBOX,Quick Bites,4.4,150,300,Yes,No,"North Indian, Chinese, Fast Food, Beverages, Desserts",Brookefield,Marathahalli
Bites 2 Binge,Casual Dining,3.7,19,750,Yes,No,North Indian,Indiranagar,Indiranagar
Bitez,Quick Bites,2.8,40,100,No,No,Fast Food,Banashankari,Banashankari
Biting Junction,Quick Bites,3.9,119,350,Yes,No,"Chinese, North Indian, Rajasthani, Gujarati, Fast Food, Afghan",Whitefield,Whitefield
Black Cup Cafe,Cafe,3.6,19,400,Yes,No,"Cafe, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",BTM
Black Deer,"Takeaway, Delivery",4.4,149,,No,No,"Beverages, Ice Cream, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Black Jack,Bar,3.7,318,1400,No,No,"North Indian, Chinese",New BEL Road,New BEL Road
Black Kitchen,Casual Dining,3.7,25,400,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
Black Mug Cafe,Cafe,3.7,171,300,Yes,No,Cafe,Bannerghatta Road,Bannerghatta Road
Black Pagoda,Quick Bites,2.9,11,300,No,No,"North Indian, South Indian, Chinese",Whitefield,Whitefield
Black Pepper Lounge - Case de Bengaluru,Lounge,3.7,81,1200,No,Yes,Finger Food,Koramangala 4th Block,Koramangala 6th Block
Black Rock Cafe,Cafe,3.5,22,500,No,No,Cafe,Marathahalli,Marathahalli
Blend - Royal Orchid Suites,Casual Dining,3.4,16,1300,No,No,"Chinese, North Indian",Whitefield,Whitefield
Blends Juice Cafe,Quick Bites,,40,200,No,No,"Beverages, Desserts",Koramangala 6th Block,BTM
Bling - The Zuri,Lounge,3.7,228,2100,No,No,"Continental, North Indian",Whitefield,Whitefield
Blistering Barnacles,Pub,3.9,1214,1200,No,Yes,"Chinese, Continental, American, Steak",Indiranagar,Indiranagar
Blk Plus Wht,"Casual Dining, Cafe",4.3,112,800,No,No,"Asian, Thai, North Indian",HSR,HSR
Bloomsbury's Global Kitchen & Bakehouse,"Cafe, Dessert Parlor",4.5,733,900,Yes,Yes,"American, Cafe, Continental, French, Burger, Mexican, Desserts, Pizza",Brookefield,Whitefield
BLOW,Cafe,4.2,935,750,Yes,Yes,"Cafe, Continental, American, Burger",Brigade Road,Church Street
Blu Dale Fast Food,Quick Bites,3.3,7,250,No,No,"Chinese, North Indian, Andhra, Seafood",Koramangala 4th Block,Ejipura
Blu Oyster,Casual Dining,2.8,40,1500,No,Yes,"Seafood, Continental, European, Mediterranean",Indiranagar,Indiranagar
Blue Bar - The Taj West End,Lounge,4,113,2500,No,Yes,Continental,Church Street,Race Course Road
Blue Berry Restaurant,Casual Dining,2.9,17,600,No,No,"North Indian, Kerala, Chinese",Bannerghatta Road,BTM
Blue Ginger - The Taj West End,Fine Dining,4.4,514,3200,No,Yes,Vietnamese,Church Street,Race Course Road
Blue Heaven Bar And Restaurant,Bar,3.2,6,750,No,No,"Chinese, North Indian",Lavelle Road,Majestic
Blue Terrain - Novotel,Fine Dining,4.2,505,2000,No,Yes,"Spanish, Italian, Mediterranean",Bellandur,Marathahalli
Blue Tokai Coffee Roasters,Cafe,2.8,40,400,Yes,No,"Cafe, Coffee","Byresandra,Tavarekere,Madiwala",Koramangala 8th Block
Blue Wings Bar & Restaurant,"Bar, Casual Dining",3.7,43,700,No,No,"North Indian, Chinese",Banashankari,Banashankari
Blueberry Restaurant,Quick Bites,3.5,48,400,Yes,No,"North Indian, Biryani, South Indian",Sarjapur Road,Bellandur
BluO,Lounge,4.1,401,1500,No,Yes,"Continental, North Indian",Malleshwaram,Malleshwaram
Blytons,Bar,2.8,40,1500,No,No,Bar Food,JP Nagar,Hebbal
BMG Hotel,Quick Bites,2.8,40,200,No,No,"South Indian, North Indian",Electronic City,Electronic City
BMR Hyderabad Biryani,"Takeaway, Delivery",3.6,24,400,Yes,No,Biryani,Bannerghatta Road,BTM
Bobacha,Beverage Shop,4.1,74,300,Yes,No,"Beverages, Bubble Tea, Tea",Brookefield,Whitefield
Bob's Bar,"Bar, Casual Dining",2.8,40,1000,No,No,"South Indian, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Bob's Restaurant,Quick Bites,4,330,500,Yes,No,"North Indian, Chinese",Indiranagar,Jeevan Bhima Nagar
Body Temple,Quick Bites,3.3,12,500,Yes,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",BTM
Boho,Casual Dining,4.2,1721,1200,No,Yes,"Continental, Asian, American, North Indian, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Quick Bites,3.5,49,300,Yes,No,Bohri,Jayanagar,JP Nagar
Bold,"Bar, Casual Dining",3.9,866,1500,No,Yes,"Modern Indian, Continental, North Indian",Marathahalli,Marathahalli
Bollywood Grill,Casual Dining,3.4,5,1500,No,No,North Indian,Electronic City,Electronic City
Bologna,Casual Dining,4.5,717,1000,No,Yes,Italian,Indiranagar,Indiranagar
Bombay Adda,"Casual Dining, Bar",4.4,2355,1100,No,Yes,Modern Indian,Koramangala 4th Block,Koramangala 7th Block
Bombay Brasserie,Casual Dining,4.3,555,1800,Yes,No,Modern Indian,Bellandur,Bellandur
Bombay Chowpaty Kulfi,Dessert Parlor,3.7,40,250,No,No,"Ice Cream, Desserts",Kalyan Nagar,Kalyan Nagar
Bombay Food Express,Quick Bites,3.7,18,250,No,No,"Street Food, Fast Food",Brigade Road,Shanti Nagar
Bombay Kulfi,Dessert Parlor,3.4,33,150,Yes,No,"Desserts, Ice Cream",Sarjapur Road,Sarjapur Road
Bombay Kulfis,Dessert Parlor,3.3,4,200,No,No,Ice Cream,Indiranagar,Indiranagar
Bombay Sandwich Company,Delivery,3,40,400,Yes,No,"Sandwich, Beverages",Old Airport Road,Indiranagar
Bombay Talkies,Quick Bites,3.6,24,200,Yes,No,"Maharashtrian, Fast Food, Street Food, Sandwich",Koramangala 7th Block,Jayanagar
Bombay Vada Pav Corner,Quick Bites,4.1,84,150,Yes,No,Street Food,Rajajinagar,Seshadripuram
Bon Appetit Resto,Delivery,3.8,50,300,Yes,No,"North Indian, Chinese",Malleshwaram,New BEL Road
Bon Baker,Delivery,3.7,19,1000,No,No,Desserts,Marathahalli,Whitefield
Bon Sante,Cafe,3.6,104,800,No,No,"Cafe, Continental, Italian",Church Street,Brigade Road
Bonbonbite,Bakery,3.5,10,450,No,No,"Bakery, Desserts",New BEL Road,Jalahalli
Bonfooder,Delivery,3.8,36,400,Yes,No,North Indian,Sarjapur Road,Sarjapur Road
Bong Connections,Quick Bites,2.8,40,300,No,No,"Chinese, North Indian",Brookefield,Whitefield
BongHomie,"Takeaway, Delivery",3.4,10,300,No,No,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",BTM
Bonsouth,Casual Dining,4.2,2616,1300,Yes,Yes,"Chettinad, Andhra, Kerala","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
Bonum cibum,Casual Dining,4.5,181,1200,Yes,No,"Lebanese, Turkish","Byresandra,Tavarekere,Madiwala",HSR
Book My Cakes,Bakery,3.3,4,300,Yes,No,Bakery,Indiranagar,Old Airport Road
Boondock Bistro,"Casual Dining, Cafe",3.9,1636,900,Yes,Yes,"Steak, Continental, American, Italian, Salad, Cafe",Whitefield,Whitefield
Bootlegger,Lounge,4,601,1800,No,Yes,"Continental, Steak",Indiranagar,Indiranagar
Boozers Bar & Kitchen,"Bar, Casual Dining",4.3,700,,No,No,"Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food",Indiranagar,Indiranagar
Borah's Kitchen,Quick Bites,3.3,12,250,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
Boston Barista - Kappayum Curriyum,Quick Bites,3.6,64,350,Yes,No,Kerala,Jayanagar,BTM
Bottle & Glass,"Bar, Casual Dining",4,973,1400,No,Yes,"Continental, Chinese, Italian",Indiranagar,Indiranagar
Bottle Breacher,"Casual Dining, Pub",4.1,1187,1200,No,Yes,"Italian, Continental",Bannerghatta Road,JP Nagar
Bottoms Up Resto Bar,Bar,3.9,248,1200,No,No,"Finger Food, Italian, Continental",Kammanahalli,Kalyan Nagar
Bowl House Kitchen,"Takeaway, Delivery",2.8,40,400,Yes,No,"North Indian, Biryani, Asian",Electronic City,Electronic City
